"ID","liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity"
11950,0.235,-6.725,0.489,NA,4,NA,NA,177.69,NA,0.0358,NA,NA,0,59
11951,0.0609,-10.186,NA,NA,4,0.946,0.651,NA,NA,0.0501,NA,3.86e-05,NA,59
11952,NA,-5.982,0.832,188362,4,0.962,0.648,93.084,0.491,NA,NA,0,NA,54
11953,0.0543,-4.399,0.752,163216,NA,NA,0.764,NA,0.0476,0.038,1,NA,1,86
11954,0.151,-7.639,0.878,190909,4,0.751,0.555,88.029,0.138,0.202,1,1.34e-06,0,87
11955,0.0953,-7.994,0.572,358626,NA,0.364,NA,71.254,0.127,0.0448,9,0.0295,1,57
11956,NA,-9.435,0.283,215866,4,NA,0.678,151.537,NA,NA,8,0.257,1,5
11957,NA,-5.876,0.677,248200,4,0.469,0.743,127.971,NA,NA,6,0.00222,1,1
11958,0.0737,-15.094,0.756,180560,4,NA,0.175,133.907,0.732,0.138,NA,NA,1,29
11959,0.12,-5.212,0.697,209785,4,0.39,0.651,84.983,0.581,0.111,NA,3.72e-06,1,8
11960,NA,NA,0.687,205733,NA,0.751,NA,107.045,0.0603,0.166,2,0,1,76
11961,NA,-8.343,0.613,265678,NA,0.325,0.843,102.968,0.0152,0.186,NA,0,1,0
11962,0.0822,NA,0.427,NA,4,0.763,0.867,NA,NA,NA,7,NA,1,50
11963,NA,-13.881,0.633,332875,4,0.162,NA,99.99,NA,NA,NA,0.172,0,48
11964,0.415,-8.189,0.836,NA,NA,0.273,0.491,131.992,0.281,0.381,NA,NA,0,53
11965,NA,NA,0.51,216813,4,NA,0.958,151.647,0.00283,0.0907,7,1.72e-06,1,26
11966,0.155,-4.963,NA,343099,4,0.718,NA,145.063,NA,NA,NA,0,NA,90
11967,0.115,-8.767,NA,178746,NA,0.602,0.47,NA,NA,0.425,1,0,1,2
11968,0.0707,-11.874,0.556,379226,3,0.25,0.45,NA,0.0105,0.0338,5,NA,1,69
11969,NA,NA,0.409,NA,NA,0.168,0.678,NA,0.359,NA,NA,4.76e-06,1,51
11970,0.117,-6.392,0.614,329413,4,0.514,NA,122.999,0.774,0.0386,2,NA,1,49
11971,NA,-4.886,NA,260946,3,0.423,0.843,152.898,0.00406,0.0534,9,0.00105,0,30
11972,0.309,-5.811,NA,145626,4,0.791,NA,NA,0.39,0.256,8,0.000151,1,52
11973,NA,NA,0.668,242000,5,0.288,NA,134.15,0.573,NA,1,NA,0,78
11974,0.0805,-8.214,0.554,297404,NA,0.255,0.596,NA,NA,NA,7,0.00482,1,84
11975,0.151,-3.627,0.569,NA,NA,NA,0.807,169.896,0.0112,0.146,6,NA,1,52
11976,0.0864,NA,0.683,NA,NA,NA,0.787,96.997,NA,NA,9,0,1,51
11977,0.0657,NA,0.701,312587,4,0.723,0.564,107.533,0.00106,NA,2,NA,1,72
11978,0.098,NA,0.478,344618,1,NA,NA,NA,0.114,0.141,8,0.906,NA,0
11979,0.0688,NA,NA,233200,4,0.597,0.747,181.964,NA,NA,7,7.45e-06,NA,40
11980,0.37,-6.098,NA,200624,NA,NA,0.858,NA,0.0131,NA,NA,0.0252,NA,61
11981,0.0788,-8.203,NA,239533,4,0.221,0.657,183.156,NA,0.0422,0,NA,NA,46
11982,0.0602,-5.528,0.515,NA,4,0.522,NA,114.903,0.0118,0.045,3,8.99e-05,1,6
11983,NA,-11.126,0.863,222354,4,0.42,NA,134.015,0.072,0.106,6,NA,0,36
11984,0.179,-10.202,0.521,NA,4,NA,0.22,104.03,0.647,NA,9,0.00814,1,15
11985,0.178,-19.075,0.684,269333,NA,0.429,NA,100.068,0.704,NA,5,5.76e-06,0,60
11986,NA,-7.287,NA,198500,4,0.096,0.58,NA,NA,0.0644,1,0.00015,1,51
11987,0.126,NA,0.84,163600,NA,0.963,0.452,114.249,0.736,0.0529,11,NA,0,46
11988,0.0609,-3.447,0.828,189506,4,0.858,NA,NA,0.156,0.0895,10,1.31e-06,0,52
11989,0.102,-17.668,0.406,210666,4,0.203,0.131,NA,0.989,NA,5,NA,NA,23
11990,0.148,-3.526,NA,149093,NA,0.963,0.796,120.989,0.715,0.0319,2,0,1,18
11991,NA,-3.222,NA,201960,NA,0.794,0.844,119.989,NA,NA,11,3.16e-06,1,56
11992,0.141,-9.096,NA,NA,4,0.901,NA,125.003,0.0186,0.0701,NA,NA,1,37
11993,0.0831,-3.56,0.253,144853,4,0.711,0.909,166.356,0.000151,0.0591,2,NA,NA,20
11994,0.1,-12.99,NA,189221,4,NA,0.0845,134.357,NA,NA,NA,5.67e-06,1,31
11995,0.581,-7.041,NA,223520,3,NA,0.814,NA,0.117,0.0396,10,0.000497,NA,32
11996,0.327,-7.799,0.687,NA,4,NA,0.64,84.965,0.523,0.0515,NA,1.32e-06,NA,45
11997,NA,NA,0.706,NA,NA,0.63,NA,100.013,0.00577,NA,NA,0,1,77
11998,0.0487,NA,0.405,202215,4,0.289,0.994,197.952,1.05e-05,0.259,4,0.000986,0,38
11999,0.159,-6.992,0.924,255800,4,NA,0.666,119.109,NA,0.119,3,0.0066,1,33
12000,0.0821,NA,0.61,200400,4,NA,0.926,NA,0.031,NA,8,0.0012,0,73
12001,0.432,NA,0.172,173723,4,0.184,0.952,NA,5.94e-06,0.0635,0,NA,NA,40
12002,0.701,-10.841,NA,NA,4,0.662,0.732,199.58,NA,0.171,NA,0,NA,43
12003,0.589,-5.843,NA,136176,4,0.916,0.779,112.9,NA,0.0431,2,0.000465,1,36
12004,0.0727,-7.031,0.714,NA,4,0.306,NA,160.032,0.00981,0.248,1,0,NA,42
12005,NA,-9.105,0.555,246133,4,NA,0.43,147.613,NA,0.0295,NA,0.000191,NA,66
12006,0.397,-10.325,NA,281690,4,0.553,0.441,106.515,0.000292,0.0311,11,NA,0,56
12007,NA,NA,NA,NA,4,NA,0.838,134.966,NA,0.313,9,0,NA,70
12008,0.107,-6.668,NA,273106,4,NA,0.735,101.368,NA,0.251,1,8.6e-06,NA,73
12009,NA,-4.985,0.567,187613,4,0.635,0.795,NA,NA,0.134,NA,0,0,77
12010,0.225,-3.492,0.721,217886,NA,0.733,0.874,132.045,0.0327,0.0453,NA,0,0,42
12011,0.13,-11.32,0.651,168400,NA,0.593,NA,NA,NA,0.0435,8,1.72e-06,NA,60
12012,0.249,NA,0.474,152400,NA,0.476,0.42,80.486,0.696,0.0286,0,0.0922,NA,36
12013,0.109,-14.784,NA,269586,4,0.318,0.288,95.017,0.936,0.0269,NA,NA,NA,55
12014,0.113,-6.294,0.498,195346,4,0.796,0.418,190.078,NA,0.0539,0,NA,NA,66
12015,NA,NA,0.545,NA,4,0.391,0.908,120.155,0.115,NA,NA,0,1,52
12016,0.0685,-2.88,0.399,216120,5,NA,NA,117.089,0.0197,0.0499,1,6.07e-05,1,81
12017,NA,-13.987,NA,NA,4,0.499,0.263,175.839,0.583,NA,6,0.0348,1,62
12018,0.206,-12.385,0.661,252760,4,NA,0.552,92.056,0.214,0.0337,10,0,1,66
12019,0.144,-7.426,0.564,207935,4,0.388,NA,148.486,NA,NA,11,0.881,0,33
12020,0.0813,-4.82,0.433,NA,4,NA,0.973,NA,2.38e-05,0.145,8,1.79e-06,1,3
12021,0.737,-3.159,NA,162000,4,0.429,0.9,NA,0.535,0.0909,11,0,NA,12
12022,0.0797,-5.294,NA,NA,4,NA,0.667,102.966,0.137,0.065,NA,2.1e-05,0,47
12023,0.0991,NA,0.672,174357,4,0.21,NA,NA,0.624,0.129,1,NA,1,61
12024,NA,-11.589,NA,209066,4,NA,0.696,129.02,0.0025,NA,NA,2.44e-06,1,51
12025,0.24,-6.497,0.77,222160,4,NA,0.722,104.953,0.0636,0.069,10,NA,0,4
12026,NA,NA,NA,216946,4,0.732,NA,160.035,NA,0.134,8,0.0106,NA,69
12027,0.378,-4.026,0.814,NA,4,0.643,0.721,136.05,0.0981,0.136,5,NA,NA,62
12028,0.218,-5.905,NA,NA,4,0.963,0.955,NA,0.0146,0.0377,1,NA,NA,63
12029,0.442,NA,NA,NA,4,0.523,NA,NA,0.288,0.0584,NA,NA,1,0
12030,NA,-11.039,0.612,189213,NA,0.937,NA,178.904,NA,0.0457,5,NA,NA,48
12031,0.653,-7.088,NA,NA,4,NA,NA,94.987,0.186,0.245,2,NA,1,40
12032,NA,NA,0.41,169306,4,0.814,0.803,153.315,NA,0.0623,7,0,1,73
12033,0.0779,-10.138,0.632,211666,NA,NA,0.556,104.996,0.29,0.0288,9,NA,1,63
12034,0.0788,-14.948,0.556,NA,NA,0.18,0.15,103.602,0.937,NA,6,0.901,0,27
12035,NA,-3.75,0.697,NA,NA,NA,NA,NA,0.00305,NA,0,NA,NA,70
12036,0.116,NA,0.634,210004,4,NA,0.632,128.075,0.0129,0.0313,NA,0.000453,0,24
12037,NA,NA,0.492,251033,4,0.18,0.275,92.6,0.687,NA,NA,0,NA,83
12038,NA,-4.833,0.442,159444,4,0.0691,0.939,NA,0.000269,NA,8,NA,NA,0
12039,0.0908,-3.336,0.905,196702,4,0.611,0.85,NA,NA,NA,1,6.57e-05,1,38
12040,0.102,NA,0.529,316333,4,0.485,0.654,101.258,NA,0.0367,4,NA,NA,61
12041,0.179,-10.484,NA,NA,NA,0.394,NA,129.171,NA,0.0347,NA,NA,1,43
12042,0.0702,-10.249,0.661,214520,4,0.971,NA,136.286,NA,0.0347,NA,3.42e-05,0,29
12043,0.0998,-7.424,NA,181866,NA,NA,0.646,82.529,0.279,0.0371,5,4.08e-05,NA,47
12044,0.11,NA,NA,228389,4,NA,NA,73.577,0.872,0.0346,11,0.0231,NA,44
12045,0.235,-3.628,0.553,NA,4,0.76,0.927,159.935,0.024,0.0855,NA,0.000138,1,24
12046,0.116,NA,NA,337290,NA,NA,0.762,NA,NA,NA,NA,NA,0,36
12047,0.121,NA,0.858,210545,4,0.653,0.65,NA,0.0066,0.241,8,2.07e-06,1,75
12048,0.172,-8.855,0.453,285000,4,0.702,NA,115,NA,0.0317,NA,0.00395,NA,32
12049,0.35,NA,NA,251466,4,0.518,0.627,NA,0.234,NA,11,0,NA,64
12050,0.0883,-4.612,NA,190295,NA,0.483,NA,119.964,0.269,0.0473,0,0,NA,90
12051,0.0515,-4.182,NA,233133,NA,NA,0.801,130.76,0.00375,0.0336,NA,0.00281,0,61
12052,0.361,-4.114,NA,NA,4,NA,0.703,83.985,0.0377,0.252,8,0.000136,NA,76
12053,0.293,-3.675,NA,NA,4,NA,0.972,167.819,8.48e-05,0.116,11,0,NA,61
12054,0.218,-4.366,0.501,194480,4,NA,0.9,160.096,0.0586,NA,11,0,1,54
12055,0.238,NA,NA,203573,4,0.527,0.127,62.829,0.589,0.0284,11,0.00017,NA,72
12056,0.107,NA,0.373,202200,4,0.352,0.63,115.942,NA,NA,7,0,NA,62
12057,0.0795,-8.744,0.444,206626,3,0.359,NA,98.21,NA,NA,7,0,0,50
12058,0.327,-4.569,0.852,227546,4,0.667,0.604,94.762,0.0503,0.0642,0,0,1,73
12059,0.0882,-9.474,NA,NA,4,0.301,0.622,110.987,NA,0.0432,11,0.000194,1,64
12060,0.104,NA,NA,NA,4,NA,NA,NA,0.313,0.0578,NA,0.965,0,58
12061,0.186,-7.142,0.515,NA,NA,0.883,NA,NA,0.126,NA,3,0,1,46
12062,0.113,-9.889,0.496,309346,4,NA,0.531,119.159,NA,NA,NA,0.00901,0,23
12063,0.319,NA,0.563,179874,NA,NA,0.844,150.017,0.0194,NA,10,0,1,34
12064,NA,-10.827,0.721,NA,NA,0.474,NA,123.755,0.22,NA,6,0,NA,59
12065,0.0938,-10.559,NA,142840,4,0.566,0.464,75.5,0.00449,0.346,1,0,1,71
12066,0.64,NA,0.504,202318,NA,0.54,NA,NA,NA,0.0431,5,NA,NA,8
12067,0.0909,NA,NA,NA,NA,0.666,NA,99.888,0.00345,0.0419,5,0,1,61
12068,0.0938,-5.534,NA,257186,4,0.526,0.826,110.372,0.113,NA,NA,NA,1,70
12069,0.598,-5.591,0.526,NA,4,0.793,0.924,147.28,0.027,0.0391,7,NA,1,15
12070,0.488,-4.011,0.64,NA,NA,0.379,0.883,130.005,0.00866,0.0497,5,NA,0,53
12071,0.146,NA,0.424,198520,4,NA,0.747,195.491,0.182,0.219,0,NA,0,23
12072,NA,-8.788,NA,244826,4,0.868,NA,NA,0.0179,NA,8,0.000594,1,67
12073,0.162,NA,0.6,225133,4,0.269,0.535,71.912,0.648,0.107,4,NA,1,83
12074,NA,-6.331,0.78,193213,4,0.551,0.647,116.976,0.0861,0.164,11,0,0,40
12075,NA,-9.889,NA,NA,4,0.877,0.543,128.091,0.734,NA,NA,NA,1,31
12076,NA,NA,0.791,244920,4,NA,0.734,105.854,0.522,0.0629,NA,0.00165,1,73
12077,NA,NA,0.846,175253,NA,0.46,NA,97.03,NA,NA,1,0.000632,0,64
12078,NA,-7.623,NA,177272,NA,0.704,0.534,87.907,0.629,0.159,10,0.00462,0,75
12079,0.121,NA,0.622,NA,NA,0.567,0.621,NA,0.0864,0.129,11,9.8e-05,0,81
12080,NA,NA,0.769,187894,NA,NA,0.787,NA,0.153,NA,8,NA,NA,18
12081,0.0749,NA,0.537,287666,4,NA,0.461,NA,NA,0.024,NA,0,1,0
12082,NA,-10.829,0.387,159640,4,0.0862,0.194,121.7,NA,0.031,1,0.00145,1,53
12083,0.114,-3.957,NA,216266,NA,0.928,0.593,97.887,NA,0.216,NA,3.36e-06,0,44
12084,NA,-10.227,0.664,179880,4,NA,NA,95.224,0.745,0.0334,NA,0,1,59
12085,0.356,-6.61,0.632,274213,4,0.35,NA,98.986,0.00043,0.0557,NA,NA,NA,62
12086,0.117,-9.953,0.636,234333,4,0.2,0.32,114.337,0.771,0.028,9,NA,1,53
12087,0.112,-7.193,NA,230026,4,0.365,0.716,184.131,0.3,0.167,5,NA,NA,76
12088,0.0999,NA,0.739,NA,4,0.793,0.754,NA,0.0431,0.035,NA,0,1,10
12089,0.147,-8.398,0.634,NA,NA,0.238,0.482,NA,0.0168,0.0331,0,0.00115,1,63
12090,NA,-3.43,0.829,199199,NA,NA,0.819,123.944,0.137,NA,2,NA,0,75
12091,0.142,NA,0.555,NA,4,0.661,0.463,NA,0.612,NA,4,0,1,58
12092,0.122,-15.439,NA,253293,NA,NA,NA,130.613,0.808,0.0335,NA,NA,1,54
12093,0.18,NA,NA,226026,4,0.767,0.832,NA,NA,0.0373,4,NA,NA,4
12094,0.14,-9.593,NA,NA,NA,NA,0.421,132.986,0.106,0.0707,7,9.54e-06,1,31
12095,0.124,NA,0.723,188440,4,0.777,0.687,173.747,NA,0.2,NA,0.000207,0,47
12096,NA,-5.653,0.542,NA,4,0.374,0.905,NA,NA,NA,9,0.0104,1,81
12097,0.0743,NA,0.76,NA,4,NA,0.586,176.048,0.0795,NA,8,0,1,54
12098,0.145,-6.131,0.645,NA,4,0.35,0.589,131.899,0.00396,0.0523,6,0,NA,39
12099,NA,-6.782,NA,198058,NA,0.808,NA,103.07,NA,0.271,2,NA,NA,49
12100,0.099,-6.35,0.818,210367,4,NA,0.54,NA,0.0143,NA,NA,0.000512,NA,94
12101,0.302,-3.806,NA,237106,4,NA,0.938,145.047,0.000148,0.0606,6,0.0204,0,8
12102,NA,-3.913,NA,NA,4,0.859,NA,NA,0.0784,0.037,5,1.27e-05,NA,80
12103,0.118,-5.06,0.425,211866,4,0.112,0.642,170.008,NA,NA,NA,0,0,89
12104,0.891,-5.129,NA,206807,4,0.602,0.725,NA,0.0563,0.0677,9,NA,1,56
12105,NA,NA,0.49,283626,4,NA,0.675,171.625,NA,NA,0,0.187,NA,0
12106,0.0931,-3.183,NA,NA,4,0.931,0.652,95.977,NA,NA,1,0,0,89
12107,NA,-4.255,NA,140946,4,0.205,NA,195.914,2.42e-06,0.142,1,NA,1,34
12108,NA,NA,0.782,186715,4,NA,0.669,127.953,0.000485,0.0641,NA,0.284,0,52
12109,0.91,-5.428,0.83,NA,NA,0.778,NA,NA,0.0351,0.154,10,NA,0,10
12110,NA,-10.209,0.524,209831,4,0.436,NA,NA,0.808,NA,7,NA,NA,82
12111,NA,-13.244,0.816,221986,4,0.742,NA,95.248,0.112,0.291,10,0,0,44
12112,0.0464,NA,0.731,173160,4,NA,NA,NA,0.0698,0.183,NA,2.22e-06,1,43
12113,0.182,-5.942,0.717,185672,NA,NA,NA,101.04,0.0256,NA,6,NA,0,46
12114,NA,-13.042,0.568,166160,3,0.565,0.196,123.302,0.866,0.0325,2,NA,NA,33
12115,0.326,-2.789,NA,247493,4,NA,0.965,NA,0.036,0.0613,4,0,0,7
12116,0.168,-4.515,0.707,NA,4,NA,0.813,124.921,NA,0.0571,11,0,NA,73
12117,0.102,-2.79,NA,254466,NA,0.597,NA,116.006,0.0023,0.0394,2,NA,NA,71
12118,NA,NA,NA,515866,NA,0.497,NA,NA,0.6,0.0628,NA,0,1,74
12119,0.0875,-6.508,0.456,183866,NA,NA,0.687,168.129,NA,NA,4,0,1,0
12120,0.116,-3.383,0.851,298773,4,0.844,0.849,120.014,0.497,0.0828,1,2.05e-06,0,70
12121,0.0964,-14.019,0.809,53066,NA,0.191,NA,NA,NA,0.936,4,NA,1,13
12122,0.118,-8.621,0.46,194129,4,0.329,0.319,NA,0.861,0.0356,1,0,1,63
12123,0.0481,-4.036,NA,NA,4,NA,0.93,NA,0.000125,NA,11,0.0123,NA,47
12124,NA,-6.139,NA,133056,NA,0.861,NA,NA,0.091,0.351,11,1.53e-06,1,66
12125,0.367,-5.76,0.791,139293,NA,0.797,0.761,111.663,0.231,0.0392,NA,0.000626,0,71
12126,NA,NA,NA,196400,NA,NA,0.574,NA,0.0175,0.0286,4,NA,0,97
12127,NA,NA,0.489,202146,NA,NA,0.395,135.02,NA,NA,9,0.881,0,37
12128,0.162,NA,0.6,NA,4,0.269,0.535,NA,0.648,0.107,NA,NA,1,83
12129,0.293,-4.431,0.515,NA,4,0.743,0.969,80.425,0.266,NA,5,0.000141,1,56
12130,NA,-6.793,NA,147493,4,0.622,0.797,123.566,0.0424,NA,7,NA,1,66
12131,0.716,-6.162,NA,NA,4,0.723,0.662,117.975,0.033,0.309,2,NA,NA,87
12132,0.0981,-10.72,0.579,165000,4,0.673,0.419,104.564,0.625,0.0346,0,NA,1,80
12133,0.193,-2.374,NA,NA,NA,0.398,0.809,84.991,NA,0.0357,NA,NA,1,41
12134,0.0843,-5.041,0.544,NA,4,0.36,NA,141.995,0.000162,0.0454,4,1.62e-06,0,52
12135,0.123,-7.782,0.475,NA,4,0.568,NA,149.838,0.00087,0.0326,NA,0.279,1,60
12136,0.0717,NA,0.801,NA,4,0.754,NA,NA,0.0417,NA,1,0.000113,0,85
12137,0.108,-5.447,NA,276147,4,0.394,NA,NA,0.0717,NA,9,NA,NA,46
12138,NA,-2.741,0.499,195000,4,0.477,0.94,NA,0.0897,NA,0,NA,1,12
12139,NA,NA,0.652,193377,4,0.475,0.897,NA,NA,0.036,7,NA,0,81
12140,0.0475,-2.972,NA,267000,4,0.915,0.88,NA,0.254,NA,NA,0.00146,NA,63
12141,0.162,-4.296,0.733,NA,4,NA,0.63,NA,0.13,0.395,NA,0,1,90
12142,0.083,NA,NA,147520,NA,NA,NA,119.647,0.505,NA,4,4.66e-06,0,27
12143,0.183,-8.197,0.697,NA,NA,NA,0.809,NA,NA,0.0302,9,0.000521,1,82
12144,0.086,-5.891,NA,NA,4,0.477,0.827,115.014,0.166,NA,8,0.0165,1,73
12145,NA,-4.912,NA,206493,NA,0.722,0.767,94.998,NA,0.0445,NA,0.0197,NA,58
12146,NA,-14.195,0.688,NA,4,NA,NA,69.77,0.407,0.357,11,0,0,61
12147,0.0584,-5.578,NA,182739,3,0.963,0.616,109.523,0.721,NA,0,NA,NA,68
12148,NA,-4.608,0.749,196321,4,0.185,0.743,110.091,NA,0.0437,5,NA,0,45
12149,0.17,NA,NA,273533,4,0.241,NA,92.086,0.0204,NA,NA,1.24e-06,1,33
12150,0.165,-8.32,NA,201943,NA,0.736,0.753,145.142,0.0508,NA,11,NA,1,42
12151,0.113,-5.599,0.678,NA,4,0.37,0.659,NA,NA,0.232,NA,NA,1,9
12152,NA,NA,0.657,NA,4,0.131,0.0985,NA,0.898,NA,NA,NA,NA,44
12153,0.129,-6.019,0.84,501304,NA,0.198,NA,136.991,0.00799,0.048,NA,NA,NA,50
12154,0.0942,-10.599,0.664,NA,NA,0.346,0.323,109.55,0.856,0.116,9,NA,1,47
12155,NA,-13.853,0.895,118302,4,0.546,0.109,134.067,0.534,0.0996,0,0.549,NA,26
12156,0.115,NA,0.628,185013,4,0.704,0.536,74.862,0.038,NA,4,1.23e-05,NA,32
12157,0.0924,-5.763,0.757,NA,4,0.287,NA,139.956,0.145,0.24,NA,0,0,57
12158,NA,NA,0.543,261133,4,0.381,0.819,84.541,0.0185,0.0732,NA,0,NA,41
12159,NA,NA,0.363,NA,4,NA,NA,155.627,NA,0.141,2,NA,NA,11
12160,0.0523,-6.497,0.728,191573,4,0.434,0.674,NA,0.0647,0.0398,8,0.00049,NA,46
12161,0.0606,NA,0.551,222261,4,NA,0.36,91.922,0.517,0.624,7,0,0,54
12162,0.0657,NA,0.563,224986,4,0.419,NA,79.947,NA,0.0426,5,0.0101,1,59
12163,NA,NA,0.741,NA,4,NA,NA,NA,0.605,0.032,9,3.52e-06,1,41
12164,0.104,-2.565,0.595,233902,4,NA,0.797,122.801,0.0509,0.0466,8,4.92e-06,1,64
12165,0.206,-11.145,0.748,169240,4,0.574,0.394,NA,0.785,0.11,NA,NA,NA,37
12166,NA,NA,0.742,164153,4,0.268,0.301,NA,0.47,0.0424,2,0.000154,0,55
12167,0.0524,-6.373,0.895,NA,4,0.768,0.751,NA,0.000294,0.0588,1,0.0032,0,38
12168,0.125,NA,0.571,185620,NA,NA,NA,125.027,NA,0.0336,2,0.496,NA,80
12169,0.105,-4.794,0.596,197955,NA,0.313,NA,NA,0.00182,NA,2,1.42e-05,NA,45
12170,NA,-9.906,0.439,NA,4,NA,NA,174.147,0.617,0.0675,1,6.02e-05,1,56
12171,0.105,-6.669,0.739,NA,NA,0.58,0.619,112.961,0.0572,0.162,10,NA,1,72
12172,NA,-7.305,0.4,193933,4,NA,NA,158.459,0.0387,0.0407,4,5.4e-05,1,69
12173,0.189,-11.446,NA,264746,4,0.187,0.409,NA,NA,NA,9,0.00012,1,74
12174,NA,-4.732,0.515,NA,4,NA,0.869,93.24,0.00257,NA,11,NA,NA,58
12175,0.0851,-4.053,0.694,231786,4,0.924,0.881,121.554,0.0153,0.0701,NA,0.0196,0,66
12176,0.0698,-5.252,0.472,232746,4,0.502,0.881,178.858,0.0876,0.0524,2,0,1,60
12177,0.0753,-3.832,0.316,146560,NA,NA,0.984,172.157,NA,NA,5,0.0554,0,19
12178,0.105,-8.35,0.706,NA,4,0.709,NA,NA,NA,NA,NA,NA,0,58
12179,0.074,-10.563,0.828,253733,NA,0.676,0.447,117.391,0.413,NA,NA,NA,1,45
12180,0.0802,-6.038,0.649,205613,4,0.263,NA,NA,0.634,0.0603,2,0,NA,52
12181,0.349,-3.445,NA,NA,4,0.504,NA,129.841,NA,NA,NA,0,1,51
12182,0.12,-7.957,0.722,NA,4,0.694,0.636,NA,0.0359,0.0491,0,1.75e-05,1,52
12183,0.467,NA,0.576,223893,4,0.367,NA,87.971,NA,0.0346,1,0.00241,1,67
12184,NA,NA,0.651,166106,NA,0.747,NA,NA,0.115,0.0495,11,0,NA,60
12185,0.244,-6.716,0.653,155494,NA,0.82,NA,86.119,0.179,NA,6,0,0,55
12186,NA,-3.263,0.643,249040,NA,0.265,0.905,114.117,0.00439,0.0335,NA,NA,NA,41
12187,NA,-4.922,0.753,189693,4,0.767,NA,113.029,0.00994,0.0652,NA,0.00696,NA,72
12188,NA,-4.66,0.643,248880,4,NA,NA,120.723,0.096,0.0779,0,7.71e-06,1,66
12189,0.0788,-8.509,NA,211000,NA,0.421,0.601,107.087,0.649,0.193,NA,4.09e-06,0,42
12190,0.259,NA,0.901,NA,4,0.329,NA,NA,0.0114,0.33,2,NA,NA,99
12191,0.0971,-6.282,0.886,163636,NA,0.552,NA,NA,NA,0.038,10,0.0372,0,26
12192,0.0911,-10.178,NA,NA,NA,NA,NA,NA,0.216,0.0682,9,NA,0,84
12193,0.271,NA,0.672,160053,3,NA,0.622,NA,0.713,0.111,11,NA,0,45
12194,0.0942,-12.383,0.512,NA,4,0.421,NA,160.085,0.0881,0.18,NA,0,1,32
12195,0.0608,NA,0.607,NA,NA,0.769,0.575,78.35,NA,NA,7,NA,0,31
12196,0.181,-4.357,0.454,NA,4,0.568,0.66,184.353,0.0364,0.168,0,NA,1,62
12197,0.113,-7.661,0.731,NA,4,0.341,0.59,106.073,0.225,NA,5,0.00394,0,56
12198,0.12,NA,0.639,180053,NA,NA,0.468,NA,0.451,NA,5,0.0102,1,47
12199,NA,-22.935,0.694,170376,NA,0.179,0.0101,80.025,NA,NA,5,NA,1,55
12200,0.139,NA,0.588,141946,4,NA,0.37,NA,NA,NA,NA,0,0,26
12201,0.14,-13.382,NA,NA,NA,0.73,0.528,117.472,NA,NA,5,0.35,1,59
12202,0.389,-4.106,0.659,244000,4,0.624,NA,119.935,0.167,0.162,2,0,1,62
12203,0.114,-6.471,NA,NA,NA,0.297,NA,124.042,NA,NA,11,0.00011,0,58
12204,0.276,NA,0.66,NA,NA,0.291,0.716,140.052,0.0219,0.0594,NA,8.69e-06,1,29
12205,0.264,-6.852,0.516,262702,4,0.748,NA,147.96,NA,NA,0,0.0119,1,37
12206,0.153,-6.021,0.762,209320,4,0.608,0.7,116.073,0.00261,NA,9,NA,0,88
12207,0.0757,-16.298,0.745,199666,4,0.853,NA,120.833,0.00143,0.0404,NA,0.000329,1,37
12208,0.173,-5.673,NA,NA,4,NA,NA,148.015,0.33,NA,5,0,0,46
12209,0.143,NA,0.466,NA,4,0.665,NA,110.823,NA,NA,4,0.00159,0,38
12210,NA,-7.643,0.401,184080,4,NA,0.499,144.276,0.217,0.0272,0,NA,1,50
12211,0.413,-2.924,0.577,NA,4,0.899,0.936,168.879,NA,0.078,11,1.74e-05,NA,66
12212,0.0606,NA,0.505,NA,4,0.666,NA,135.995,NA,0.288,NA,NA,1,70
12213,0.104,-10.172,NA,199899,NA,NA,0.408,124.983,0.769,0.0389,NA,0.544,NA,38
12214,0.146,NA,0.669,196400,4,0.273,0.574,120.013,NA,NA,NA,0.00294,0,97
12215,NA,-10.007,NA,184533,4,0.835,0.732,NA,0.00146,0.0399,2,0.412,1,15
12216,0.0394,-7.873,0.936,260866,4,0.657,0.76,128.479,0.00391,NA,1,3.39e-06,1,56
12217,0.109,-5.4,0.58,240600,4,0.187,0.687,NA,0.229,0.106,6,0,1,73
12218,0.131,-13.379,0.578,237560,4,0.0635,0.37,96.243,NA,0.0506,6,0.00937,NA,55
12219,NA,-6.02,0.796,NA,4,0.954,0.693,108.8,0.164,0.0413,2,NA,1,25
12220,0.132,-3.467,0.468,235066,4,0.807,0.966,92.006,0.00202,0.0555,NA,0.0036,0,44
12221,NA,-2.879,0.612,NA,4,0.453,0.921,139.986,0.0183,NA,NA,NA,1,75
12222,0.0643,-10.505,0.684,NA,4,0.621,0.248,NA,0.578,0.0435,0,NA,1,71
12223,0.369,-3.752,0.598,187813,4,0.531,NA,NA,NA,0.0878,NA,1.22e-06,1,67
12224,0.543,-5.063,0.749,269554,4,0.46,NA,135.959,NA,NA,NA,0,1,89
12225,0.127,NA,0.615,164576,4,0.125,0.444,120.098,0.893,0.0282,8,8.06e-06,NA,75
12226,0.154,-4.056,0.417,NA,4,NA,0.946,95.245,0.00131,0.0507,10,0,0,57
